date,year,month,location,crop,rainfall_mm,temperature_c,humidity_pct,soil_ph,yield_kg_ha,price_per_kg
2015-01-15,2015,1,Infanta,Rice,42.255487093896434,28.358662147469378,70.97503555357095,6.517367814731992,3710.7,65.62
2015-01-15,2015,1,Infanta,Corn,39.729237813947506,27.79943190418042,67.96125089084086,5.309818774146809,3451.2,39.31
2015-01-15,2015,1,Infanta,Tomato,27.091170359951875,27.924636941841918,73.21407671896527,5.932064200646616,13477.4,89.84
2015-01-15,2015,1,Infanta,Eggplant,32.745949693490445,26.64116739959703,63.0747836751554,6.41196816562801,9709.4,76.53
2015-01-15,2015,1,Infanta,Onion,40.64587852176742,28.11862908826002,74.21339454708976,5.585180155512401,6859.4,155.14
2015-01-15,2015,1,Infanta,Garlic,-36.303692372850435,27.59527539062933,63.773089283521074,5.9234159718185575,8008.6,301.69
2015-01-15,2015,1,Infanta,Cabbage,84.76610302405741,25.3497055161624,65.43357237631707,6.5652405003792405,13935.7,61.72
2015-01-15,2015,1,Infanta,Bell Pepper,59.314027772026165,26.264028537608148,72.59192989171565,6.405602865996003,10738.1,116.55
2015-01-15,2015,1,Laguna,Rice,98.09563935668379,27.345171008598694,72.60233184179171,6.5643242389768,3869.4,51.23
2015-01-15,2015,1,Laguna,Corn,116.4120080037523,27.508595039487986,64.63521044667375,5.769540356185161,2719.6,38.7
2015-01-15,2015,1,Laguna,Tomato,127.7419112868346,26.032875687327497,69.90400451011197,5.681493625276032,13135.2,103.65
2015-01-15,2015,1,Laguna,Eggplant,102.05548793690161,24.858065809802103,60.46004480810076,5.8653842306387505,9701.4,68.5
2015-01-15,2015,1,Laguna,Onion,73.02915969546635,25.361474201628774,79.54440241034746,5.743879441928689,6456.2,117.43
2015-01-15,2015,1,Laguna,Garlic,13.857687898351507,27.672598066952638,66.71445051054063,6.257334594497586,6301.4,199.16
2015-01-15,2015,1,Laguna,Cabbage,172.25329720291194,28.055533494731804,59.52199676150762,6.728277258640913,15265.5,62.92
2015-01-15,2015,1,Laguna,Bell Pepper,8.719362212038277,27.21098339459931,61.18308671481849,6.149463041115175,9561.0,109.42
2015-01-15,2015,1,Bicol,Rice,137.24241173708268,26.10643686628867,67.15761745427301,6.252079561697357,4309.6,68.2
2015-01-15,2015,1,Bicol,Corn,54.000864655065605,25.972138287474305,82.83008789483726,6.105532025934851,3290.4,45.05
2015-01-15,2015,1,Bicol,Tomato,45.60347173141853,25.931758906515096,67.69428375283361,6.431127971727792,13413.6,89.66
2015-01-15,2015,1,Bicol,Eggplant,56.551361727363954,29.022757531216016,63.39883139020516,6.226215997801974,11480.0,73.57
2015-01-15,2015,1,Bicol,Onion,97.94695127500087,27.229803724244444,55.63061990784509,5.977831294843807,10741.7,127.6
2015-01-15,2015,1,Bicol,Garlic,63.2147065587356,26.058909728741504,73.52775858461762,5.9354498700586715,7370.4,202.67
2015-01-15,2015,1,Bicol,Cabbage,42.9103642295728,28.226581942019344,69.61120728851039,6.1352833344075535,14432.1,46.45
2015-01-15,2015,1,Bicol,Bell Pepper,148.49722754723095,27.71109839301007,73.90526627120488,5.760202215675618,9039.3,109.7
2015-01-15,2015,1,Manila,Rice,74.06849948342271,26.236574406374338,66.04270584781958,6.432380028428533,3578.1,60.73
2015-01-15,2015,1,Manila,Corn,52.802352803757856,28.891200618467195,67.99755998238793,5.3242061976917325,2915.4,38.42
2015-01-15,2015,1,Manila,Tomato,119.53330487914218,28.639208910232398,56.30201879201964,6.268688237032436,11287.1,100.54
2015-01-15,2015,1,Manila,Eggplant,110.41471834758381,27.38614499964202,64.0338273481377,5.908112572180553,10012.8,66.87
2015-01-15,2015,1,Manila,Onion,95.86015577677432,24.97185571227258,72.67552485049426,6.26264790733827,9668.2,153.6
2015-01-15,2015,1,Manila,Garlic,146.33779674543078,27.796015491194357,64.20403479522298,6.33924790314991,5066.8,194.14
2015-01-15,2015,1,Manila,Cabbage,30.21159852436965,27.796321042006102,66.81504776399483,6.366890742640822,16462.3,55.51
2015-01-15,2015,1,Manila,Bell Pepper,31.133507664768494,25.30629463459453,72.3621057712842,6.606501761340627,10046.1,110.5
2015-01-15,2015,1,Cebu,Rice,127.45957053940603,26.802625686829295,70.68634692280435,6.108381502904365,4560.5,54.9
2015-01-15,2015,1,Cebu,Corn,79.07100248580093,26.757737660111633,74.96248898650069,6.251412515161852,2965.6,56.41
2015-01-15,2015,1,Cebu,Tomato,51.735854688446096,28.42578140302442,61.92791697036198,6.7213829106250715,9395.1,88.36
2015-01-15,2015,1,Cebu,Eggplant,67.91019089324669,26.63443546543603,48.05738950364956,6.332873916796946,11592.3,65.35
2015-01-15,2015,1,Cebu,Onion,78.79660531419788,27.850577496637523,77.28252714593147,6.528094651469936,8813.6,176.86
2015-01-15,2015,1,Cebu,Garlic,81.92915642320013,27.91062677932532,61.96721431882772,6.020821870992553,6938.5,277.39
2015-01-15,2015,1,Cebu,Cabbage,133.03998634321292,28.037801013518777,69.75290095310436,5.5289295458308025,13397.6,54.85
2015-01-15,2015,1,Cebu,Bell Pepper,133.19990303163883,27.829731173044348,76.0497938446384,6.382942417474013,11027.4,83.68
2015-01-15,2015,1,Davao,Rice,95.1085072933822,24.278340704431976,70.6850681461938,5.443504532660786,2792.4,48.07
2015-01-15,2015,1,Davao,Corn,70.14368540240946,28.49456426002189,63.710642514137234,6.088815614400489,3436.2,42.26
2015-01-15,2015,1,Davao,Tomato,47.78654126937687,26.090509397699254,74.57098506157183,6.189323009593003,12793.3,86.0
2015-01-15,2015,1,Davao,Eggplant,120.65798450993904,27.689564873490976,69.21734487643835,6.471900013610033,9661.0,83.52
2015-01-15,2015,1,Davao,Onion,57.50629283276341,28.793859327945427,57.634851205901455,5.610536706858616,9968.7,157.39
2015-01-15,2015,1,Davao,Garlic,61.619390154744906,27.695525093438906,77.16356735172943,5.476075773589779,7157.5,212.95
2015-01-15,2015,1,Davao,Cabbage,73.39054130789293,26.889045358291515,63.8025053980304,6.879709046125258,14337.6,65.86
2015-01-15,2015,1,Davao,Bell Pepper,48.83109780134718,28.265736488021506,66.86493859683871,6.255866692914498,8047.2,106.43
2015-01-15,2015,1,Pangasinan,Rice,74.39566406607501,26.36283228527009,71.83255996635368,6.073128560138713,4723.6,34.08
2015-01-15,2015,1,Pangasinan,Corn,89.67331313703596,28.421553108571796,69.36716809327542,6.737510490574113,2596.6,41.34
2015-01-15,2015,1,Pangasinan,Tomato,80.0854423090622,25.88316188375432,70.49528840294494,5.982006110073898,11765.8,123.21
2015-01-15,2015,1,Pangasinan,Eggplant,11.53554100003565,27.753223497791318,75.56088128591117,6.654847620494515,6703.9,73.1
2015-01-15,2015,1,Pangasinan,Onion,19.018600323041284,25.681182571709098,72.63039448909059,5.992229721258385,8430.4,166.53
2015-01-15,2015,1,Pangasinan,Garlic,102.40375965628745,26.0268838778606,58.33063318751177,6.069846234300915,6835.5,269.09
2015-01-15,2015,1,Pangasinan,Cabbage,90.41361963865018,29.366694557085264,74.67883814929401,6.580127933990872,15821.6,36.68
2015-01-15,2015,1,Pangasinan,Bell Pepper,33.83554091336043,28.49877054657572,74.14062794163772,6.053951290020413,10686.4,110.31
2015-01-15,2015,1,Nueva Ecija,Rice,77.17517535202843,27.854190996904975,73.18027958989805,6.573384970487841,4363.7,52.8
2015-01-15,2015,1,Nueva Ecija,Corn,94.67322303517554,26.87611632255549,66.36528426142003,5.797805469853409,2648.6,32.96
2015-01-15,2015,1,Nueva Ecija,Tomato,99.279200490312,25.811114516576353,76.09445739360997,7.399594064825121,11387.3,83.29
2015-01-15,2015,1,Nueva Ecija,Eggplant,72.14747356860515,25.795912437467074,55.23936798185641,5.375385725300454,12599.1,69.02
2015-01-15,2015,1,Nueva Ecija,Onion,99.99097071066485,27.20959815697055,72.34420605896919,6.910540736851947,9465.6,123.6
2015-01-15,2015,1,Nueva Ecija,Garlic,92.81699333880378,27.43350307765015,73.11372370081001,6.058408177710255,8395.2,259.21
2015-01-15,2015,1,Nueva Ecija,Cabbage,142.0020629050565,27.172407115638354,76.4000055775657,6.003585596269561,16313.3,51.49
2015-01-15,2015,1,Nueva Ecija,Bell Pepper,58.46528310216642,27.53289408255984,56.91402964779445,6.1493101956239835,8193.4,105.64
2015-01-15,2015,1,Tarlac,Rice,105.31566146940922,25.658560745012807,72.67953756727282,6.273705935425465,3638.1,50.44
2015-01-15,2015,1,Tarlac,Corn,104.47732953079812,26.884901450431435,60.73423472594545,6.061614501106164,2941.1,48.95
2015-01-15,2015,1,Tarlac,Tomato,84.09713408564463,27.46362832693178,74.26667842777002,6.581094714718035,11518.6,79.32
2015-01-15,2015,1,Tarlac,Eggplant,103.95649552793664,27.91795324693905,71.85098121240588,6.216064220668635,10723.3,69.42
2015-01-15,2015,1,Tarlac,Onion,188.30195475597748,30.28722682254248,64.77908577698946,5.974424670866231,9105.4,155.57
2015-01-15,2015,1,Tarlac,Garlic,76.71894104236796,27.59012566785444,61.26670011348139,6.679665508369972,5845.9,255.69
2015-01-15,2015,1,Tarlac,Cabbage,160.39826554689157,25.27374404280923,63.54784221976326,6.714459623302413,15905.3,43.12
2015-01-15,2015,1,Tarlac,Bell Pepper,83.87976373278137,27.227675612768014,73.28076465248668,6.007643198969823,7798.5,102.06
2015-01-15,2015,1,Quezon,Rice,80.01210294235989,26.795318670422667,75.18723489142253,6.211008506242107,3929.5,60.01
2015-01-15,2015,1,Quezon,Corn,141.7570460044859,28.748147982818434,76.17202176650963,6.508912192625372,3112.6,48.41
2015-01-15,2015,1,Quezon,Tomato,-6.568912233983838,27.29674179134944,69.60800384800469,6.6960088862764175,13542.3,87.91
2015-01-15,2015,1,Quezon,Eggplant,73.87112757174509,27.68502994755865,61.13787473195125,6.908271820188847,10343.2,88.18
2015-01-15,2015,1,Quezon,Onion,121.39409210283335,27.131552833756274,70.79747595775589,6.5138208725721904,10085.7,141.0
2015-01-15,2015,1,Quezon,Garlic,141.98372008381233,28.58824315952019,59.31897002250438,5.30611846954539,5890.2,199.07
2015-01-15,2015,1,Quezon,Cabbage,23.222969930541083,28.172055417500136,75.62042210588231,5.665494213036682,13448.1,50.0
2015-01-15,2015,1,Quezon,Bell Pepper,120.69867648889898,27.281971584584028,66.56412309341738,5.9237834907923705,12192.3,119.96
2015-02-15,2015,2,Infanta,Rice,50.283375831601035,28.489806403333976,73.52587383111324,6.582744485012341,4019.9,62.47
2015-02-15,2015,2,Infanta,Corn,141.4375601907642,26.042809967539604,61.69178127296977,6.408674768628898,3363.2,39.79
2015-02-15,2015,2,Infanta,Tomato,84.41374553568548,27.405002384761456,54.244850625976184,5.822891037239476,9912.3,125.29
2015-02-15,2015,2,Infanta,Eggplant,89.72955868195343,29.188666239571123,65.21194539637635,6.132950800413476,9179.0,75.37
2015-02-15,2015,2,Infanta,Onion,28.261491919968627,27.305949587795787,64.32806649408501,6.109520597606818,10100.7,153.96
2015-02-15,2015,2,Infanta,Garlic,65.6223568525402,27.868997120898587,79.67034626591811,6.285977554000841,7824.2,240.87
2015-02-15,2015,2,Infanta,Cabbage,123.14865228919791,28.379986226450754,71.92124541559586,5.95183769373612,15015.2,50.01
2015-02-15,2015,2,Infanta,Bell Pepper,68.39593749874209,27.513864250064817,60.38477438884102,6.316885678792389,9286.8,110.12
2015-02-15,2015,2,Laguna,Rice,57.806506164553596,27.60995652124077,66.64021020023564,6.627469909570677,4640.4,63.93
2015-02-15,2015,2,Laguna,Corn,124.86578824870307,26.86939959765573,73.10776256137768,6.759038592316241,3226.4,35.89
2015-02-15,2015,2,Laguna,Tomato,38.70426825745874,27.94680986047504,68.04709177502785,6.631597126821923,10368.9,72.7
2015-02-15,2015,2,Laguna,Eggplant,89.47524311421148,30.94301727844231,71.18825069920939,5.112612830712475,12554.6,77.98
2015-02-15,2015,2,Laguna,Onion,104.04841083531309,28.118784806717308,67.13833671290979,5.9681536069845125,9128.7,127.97
2015-02-15,2015,2,Laguna,Garlic,76.76492104615986,28.386793000950743,63.19160943462499,6.918565760713719,6939.9,214.89
2015-02-15,2015,2,Laguna,Cabbage,28.63610699706249,26.36956398095066,66.28173999072699,6.028771182930666,15960.0,53.64
2015-02-15,2015,2,Laguna,Bell Pepper,70.26880771771998,27.697456947167808,68.04068928809629,5.623907630647311,9222.5,107.69
2015-02-15,2015,2,Bicol,Rice,94.84254729930319,28.066926349281704,65.71546956307209,5.6710500946830695,3677.8,63.69
2015-02-15,2015,2,Bicol,Corn,82.12867841381164,29.61100719084383,62.95405612266116,6.734590259258214,2912.0,45.61
2015-02-15,2015,2,Bicol,Tomato,114.73087237823864,26.836118848903055,64.5322271458583,6.3101889857687725,16072.4,103.55
2015-02-15,2015,2,Bicol,Eggplant,109.87304198392872,28.21987578042279,71.57100997580983,6.7669409781985514,14170.2,76.39
2015-02-15,2015,2,Bicol,Onion,128.69572308317217,24.339616085882003,62.30925796443901,5.538580374961357,10493.7,174.16
2015-02-15,2015,2,Bicol,Garlic,-35.914359335195826,27.80382299942326,64.34847160412122,5.999516170195057,6084.5,150.85
2015-02-15,2015,2,Bicol,Cabbage,70.58475818287295,28.27094831857107,63.65325142233763,6.467945406994809,12171.1,51.74
2015-02-15,2015,2,Bicol,Bell Pepper,68.80429254942021,26.821927504313674,71.67045679280153,5.556141077693636,11793.0,115.89
2015-02-15,2015,2,Manila,Rice,61.37541522663001,28.169116683103297,73.37117716632653,6.097386168173476,3364.5,34.52
